	ref	Regest Text	reg Name	Sex	Titles	Titles norm	Titles ref	Titles ref norm	Professions	Professions norm	staff	staff norm	off	off norm	fn role	Events ref	regest	regest date	from	to	dead	earliest possible death	year	fromyear	toyear
113	pe__dorothea_QGW_II_I_1499	frau Dorothe, hausfrau Niclas hausfrau des Wasservogel	Dorothea Wasservogel Gem. Nikals Wasservogel	f	frau	Frau	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1499	1499	1401-12-19			False	 	1401		
114	pe__niklas_wasservogel_QGW_II_I_1499	Niclas hausfrau des Wasservogel	Niklas Wasservogel	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1499	1499	1401-12-19			False	 	1401		
115	pe__johann_oesterreicher_QGW_II_I_1499	Hannsen dem Österreicher, dem goltsmid	Johann Österreicher der Goldschmied	m	 	 	 	 	goltsmid	Goldschmied	 	 	 	 	other	#ev__QGW_II_I_1499	1499	1401-12-19			False	 	1401		
116	pe__dorothea_QGW_II_I_1499	sie	Dorothea Wasservogel Gem. Nikals Wasservogel	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1499	1499	1401-12-19			False	 	1401		
117	pe__dietrich_prenner	Aussteller	Dietrich Prenner Prenner	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1499	1499	1401-12-19			False	 	1401		
118	pe__katharina_die_oederin	Swester Kathrei die O/ederin, abbtissin dacz sand Niclas vor Stubentor ze Wienn	Katharina die Öderin die Öderin	f	Swester	Schwester	 	 	 	 	 	 	abbtissin	Abt_in	issuer	#ev__QGW_II_I_1500	1500	1402-01-13			False	 	1402		
119	pe__johann_der_rothschmied_QGW_II_I_1279	Hannsen, dem rotsmid	Johann der Rothschmied	m	 	 	 	 	rotsmid	Rotschmied	 	 	 	 	recipient	#ev__QGW_II_I_1500	1500	1402-01-13			False	 	1402		
120	pe__katharina_QGW_II_I_1500	Hausfrau Kathrein	Katharina	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1500	1500	1402-01-13			False	 	1402		
121	pe__katharina_die_oederin	Aussteller	Katharina die Öderin die Öderin	f	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1500	1500	1402-01-13			False	 	1402		
122	pe__lucia_naezeugerin	Lucei, Steffans des Ne/azeuger, burger zu Wienn witib	Lucia Naezeugerin Naezeugerin	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1501	1501	1402-01-13			False	 	1402		
123	pe__stephan_naezeuger	Steffans des Ne/azeuger, burger zu Wienn	Stephan Naezeuger Naezeuger	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1501	1501	1402-01-13			False	 	1402		
124	pe__patrick_QGW_II_I_1501	Grundherrn des Schottenabtes hern Patricien	Patrick	m	Grundherrn; hern	Grundherr_frau; Herr	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1501	1501	1402-01-13			False	 	1402		
125	pe__albrecht_QGW_II_I_1501	Priester hern Albrechten, kapellan der kapellen, gehaissen dacz dem Alten sand Niclas in der Lantstrass zu Wienn	Albrecht	m	hern	Herr	 	 	Priester	Priester	 	 	kapellan	Kaplan	recipient	#ev__QGW_II_I_1501	1501	1402-01-13			False	 	1402		
126	pe__patrick_QGW_II_I_1501	Grundherrn	Patrick	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1501	1501	1402-01-13			False	 	1402		
127	pe__johann_naezeuger	Wiener Bürgers Hansen des Ne/azeuger, des eltern, burger zu Wienn	Johann Naezeuger Naezeuger	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1501	1501	1402-01-13			False	 	1402		
128	pe__hartmann_der_guertler_QGW_II_I_1502	Hartman, der gürtler purger ze Wienn	Hartmann der Gürtler	m	 	 	 	 	gürtler	Guertler	 	 	 	 	issuer	#ev__QGW_II_I_1502	1502	1402-01-17			False	 	1402		
129	pe__kunigunde_QGW_II_I_1502	Kunigund, sein hausfrau	Kunigunde	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1502	1502	1402-01-17			False	 	1402		
130	pe__paul_wuerfel	hern Pauln des Würffels, purgermaister	Paul Würfel Würfel	m	hern	Herr	 	 	 	 	 	 	purgermaister	Buergermeister	other	#ev__QGW_II_I_1502	1502	1402-01-17			False	 	1402		
131	pe__franz_heun_QGW_II_I_1502	Wiener Bürger Franzen dem Heun von Gorlicz	Franz Heun von Gorlicz	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1502	1502	1402-01-17			False	 	1402		
132	pe__ulrich_herwart	Stadtschreibers Ulreichs des Herwarts	Ulrich Herwart	m	 	 	 	 	 	 	 	 	Stadtschreibers	Stadtschreiber	witness	#ev__QGW_II_I_1502	1502	1402-01-17			False	 	1402		
133	pe__margarethe_polanerin	Margret die Polanerin	Margarethe Polanerin	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1503	1503	1402-01-20			False	 	1402		
134	pe__stephan_leitner	Wiener Bürger Stephans des Leitner	Stephan Leitner	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1503	1503	1402-01-20			False	 	1402		
135	pe__georg_von_nikolsburg	WB Jörgen von Nikolspurg	Georg von Nikolsburg	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1503	1503	1402-01-20			False	 	1402		
136	pe__albrecht_iv_herzog_von_oesterreich	Herzog Albrecht IV.	Herzog Albrecht IV	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1504	1504	1402-02-12			False	 	1402		
137	pe__heinrich_weiler_QGW_II_I_1504	Goldschmiede Goldschmiede Leupolten dem Weiler	Heinrich Weiler	m	 	 	 	 	Goldschmiede	Goldschmied	Goldschmiede	Goldschmied	 	 	recipient	#ev__QGW_II_I_1504	1504	1402-02-12			False	 	1402		
138	pe__johann_von_hardegg_QGW_II_I_1505	Johanns, des heiligen Römischen reichs burggraf ze Maidburg und graf ze Hardekk,	Johann von Hardegg	m	 	 	 	 	 	 	 	 	heiligen Römischen reichs burggraf; graf	Burggraf; Graf	issuer	#ev__QGW_II_I_1505	1505	1402-03-22			False	 	1402		
139	pe__friedrich_fritzestorfer_QGW_II_I_1505	Getreuen Fridreichen dem elten (!) Friczesdorfer	Friedrich Fritzestorfer dem elten (!)	m	 	 	 	 	 	 	Getreuen	 	 	 	recipient	#ev__QGW_II_I_1505	1505	1402-03-22			False	 	1402		
140	pe__johann_von_hardegg_QGW_II_I_1505	Aussteller	Johann von Hardegg	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1505	1505	1402-03-22			False	 	1402		
141	pe__michael_duerr_QGW_II_I_1506	Michel der Du/err	Michael Dürr	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1506	1506	1402-03-28			False	 	1402		
142	pe__johann_von_pottendorf_QGW_II_I_1506	Lehensherrn hern Hannsen von Pottendorf	Johann von Pottendorf	m	Lehensherrn; hern	Lehensherr_frau; Herr	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1506	1506	1402-03-28			False	 	1402		
143	pe__anna_QGW_II_I_1506	wirtin fraun Annen	Anna Dürr	f	fraun	Frau	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1506	1506	1402-03-28			False	 	1402		
144	pe__michael_duerr_QGW_II_I_1506	Ausstellers	Michael Dürr	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1506	1506	1402-03-28			False	 	1402		
145	pe__ulrich_weitan_QGW_II_I_1506	lieben Freunde U/olreichs des Weitan	Ulrich Weitan	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1506	1506	1402-03-28			False	 	1402		
146	pe__wilhelm_linzer_QGW_II_I_1506	lieben Freunde Wilhalms des Linnzer	Wilhelm Linzer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1506	1506	1402-03-28			False	 	1402		
147	pe__konrad_rampersdorfer	Chunrat der Ramperstorfer rats der stat	Konrad Rampersdorfer Rampersdorfer	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
148	pe__johann_ziernast	Hanns der Zyrnast, baid des rats der stat ze Wienn	Johann Ziernast	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
149	pe__johann_der_goldschmied_QGW_II_I_1507	Hanns, der goltsmid purger ze Wienn, anstatt	Johann der Goldschmeid	m	 	 	 	 	goltsmid	Goldschmied	 	 	 	 	other	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
150	pe__barbara_QGW_II_I_1507	Hausfrau Barbaren	Barbara	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
151	pe__johann_zerrer_QGW_II_I_1538	Hanns der Zerrer	Johann Zerrer	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
152	pe__heinrich_hekchel_QGW_II_I_1538	Hainreich der Hekchel von der Neunstat an statt	Heinrich Hekchel	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
153	pe__katharina_QGW_II_I_1538	hausfraun stat Kathrein, desselben Zerrer swester	Katharina Hekchel	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
154	pe__ulrich_warnhofer_QGW_II_I_1538	werchmann Ulreichs des Warnhofer, des maurer	Ulrich Warnhofer der Maurer	m	 	 	 	 	maurer	Maurer	 	 	werchmann	Gewaehrsmann	other	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
155	pe__peter_der_zimmermann_QGW_II_I_1538	werchmann maister Petreins, des zimermans	Peter der Zimmermann	m	maister	Meister	 	 	zimermans	Zimmermann	 	 	 	 	other	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
156	pe__konrad_rampersdorfer	Ausstellern	Konrad Rampersdorfer Rampersdorfer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
157	pe__johann_ziernast	Ausstellern	Johann Ziernast	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1507	1507	1402-04-10			False	 	1402		
158	pe__paul_holzkaeufel	Paul der Holzcheuffel, purger ze Wienn	Paul Holzkäufel Holzkäufel	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
159	pe__elisabeth_QGW_II_I_1508	Hausfrau Elspeten	Elisabeth Holzkäufel	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
160	pe__urban_holzkaeufel	Sohne Urban	Urban Holzkäufel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
161	pe__elisabeth_QGW_II_I_1508	Hausfrau Elspeten	Elisabeth Holzkäufel	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
162	pe__ulrich_herwart	Ulreichen dem Herwarten, statschreiber	Ulrich Herwart	m	 	 	 	 	 	 	 	 	statschreiber	Stadtschreiber	other	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
163	pe__johann_mosprunner	Hannsen dem Mosprunner, des aussern rats der stat ze Wienn	Johann Mosprunner Mosprunner	m	 	 	 	 	 	 	 	 	aussern rats der stat ze Wienn	Ratsherr_aeusserer	other	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
164	pe__paul_holzkaeufel	Ausstellers	Paul Holzkäufel Holzkäufel	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
165	pe__johann_ziernast	Hannsen des Zirnast, des rates der stat ze Wienn	Johann Ziernast	m	 	 	 	 	 	 	 	 	rates der stat ze Wienn	"Ratsherr
"	witness	#ev__QGW_II_I_1508	1508	1402-04-25			False	 	1402		
166	pe__paul_wuerfel	Paul der Wurffel, burgermaister	Paul Würfel Würfel	m	 	 	 	 	 	 	 	 	burgermaister	Buergermeister	issuer	#ev__QGW_II_I_1509	1509	1402-04-27			False	 	1402		
167	pe__paul_holzkaeufel	Paul den Holzkäufel	Paul Holzkäufel Holzkäufel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1509	1509	1402-04-27			False	 	1402		
168	pe__elisabeth_QGW_II_I_1498	Elspet, Ulreichs, des cherzenmacher witibe purgerin ze Wienn	Elisabeth	f	 	 	 	 	cherzenmacher	Wachsgiesser	 	 	 	 	issuer	#ev__QGW_II_I_1510	1510	1402-04-27			False	 	1402		
169	pe__ulrich_QGW_II_I_1498	Ulreichs, des cherzenmacher	Ulrich der Kerzenmacher	m	 	 	 	 	cherzenmacher	Wachsgiesser	 	 	 	 	issuer	#ev__QGW_II_I_1510	1510	1402-04-27			False	 	1402		
170	pe__georg_weikersdorfer	hern Jorgen dem Weikerstorfer, curherr bei S. Stephan	Georg Weikersdorfer	m	hern	Herr	 	 	 	 	 	 	curherr	Kanoniker	other	#ev__QGW_II_I_1510	1510	1402-04-27			False	 	1402		
171	pe__ulrich_herwart	Ulreichs des Herwarts, statschreiber	Ulrich Herwart	m	 	 	 	 	 	 	 	 	statschreiber	Stadtschreiber	witness	#ev__QGW_II_I_1510	1510	1402-04-27			False	 	1402		
172	pe__paul_geir	Pauln des Geyr, des aussern rats der stat zu Wienn	Paul Geir Geir	m	 	 	 	 	 	 	 	 	aussern rats der stat zu Wienn	Ratsherr_aeusserer	witness	#ev__QGW_II_I_1510	1510	1402-04-27			False	 	1402		
173	pe__heinrich_verber_QGW_II_I_1511	Hainreich der Verber rats der stat	Heinrich Verber der Verber	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
174	pe__martin_hausleitter	Mert der Hausleitter, baid des rats der stat ze Wienn	Martin Hausleitter	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
175	pe__konrad_von_hohenfels_QGW_II_I_1511	Chunrat von Hohenfels anstat	Konrad von Hohenfels	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
176	pe__margarethe_QGW_II_I_1511_b	fraun Margreten von No/esen, die man nennet die Sibenburgerin	Margarethe Abel die Siebenbürgnerin	f	fraun	Frau	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
177	pe__georg_der_schneider_QGW_II_I_1511	Jorig, der sneider	Georg der Schneider	m	 	 	 	 	sneider	Schneider	 	 	 	 	other	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
178	pe__margarethe_QGW_II_I_1511_a	frau Margret, sein hausfrau	Margarethe	f	frau	Frau	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
179	pe__heinrich_verber_QGW_II_I_1511	Aussteller	Heinrich Verber der Verber	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
180	pe__martin_hausleitter	Aussteller	Martin Hausleitter	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1511	1511	1402-06-08			False	 	1402		
181	pe__katharina_QGW_II_I_1512	Kathrei die Phefflin	Katharina Pfefflin	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1512	1512	1402-06-25			False	 	1402		
182	pe__johann_QGW_II_I_1512	Oheim Hannsen, dem amptman ze Niderstokstal	Johann	m	 	 	 	 	 	 	 	 	amptman	Amtmann	recipient	#ev__QGW_II_I_1512	1512	1402-06-25			False	 	1402		
183	pe__heinrich_gravenperiger_QGW_II_I_1512	erbern chnecht Hainreichs Gravenperiger, richter ze Obernstokstal	Heinrich Gravenperiger	m	erbern; chnecht	 ;  	 	 	 	 	 	 	richter	Richter	witness	#ev__QGW_II_I_1512	1512	1402-06-25			False	 	1402		
184	pe__paul_wuerfel	Paul der Würffel, burgermaister	Paul Würfel Würfel	m	 	 	 	 	 	 	 	 	burgermaister	Buergermeister	issuer	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
185	pe__andreas_vischl	Andre Vischl, obrister spitalmaister	Andreas Vischl Vischl	m	 	 	 	 	 	 	 	 	obrister spitalmaister	oberster_Spitalmeister	issuer	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
186	pe__hugo_von_wehing	Bergherrn pruder Haugen von Wêhing, comiteur des hauses ze sand Johanns in der Chernerstrass	Hugo von Wehing	m	pruder	Bruder	 	 	 	 	 	 	Bergherrn; comiteur	Bergherr_frau; Komiteur	other	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
187	pe__michael_QGW_II_I_1238	Bergherrn pruder Michels, comiteur des hauses dacz dem Teutschen haus ze Wienn	Michel	m	Bergherrn; pruder	Bergherr_frau; Bruder	 	 	 	 	 	 	comiteur	Komiteur	other	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
188	pe__dorothea_QGW_II_I_1513	fraun Dorothen, wittib hern Jorgen wittib des Pallnhaimer	Dorothea Pollnheimerin	f	fraun; hern	Frau; Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
189	pe__georg_pollnheimer	hern Jorgen wittib des Pallnhaimer	Georg Pollnheimer	m	hern	Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
190	pe__hugo_von_wehing	Johannitercomthurs	Hugo von Wehing	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1513	1513	1402-07-27			False	 	1402		
191	pe__heinrich_mukkel	Hainreich der Mu/ekkel, der vischer purger ze Wienn	Heinrich Mukkel der Fischer	m	 	 	 	 	vischer	Fischer	 	 	 	 	issuer	#ev__QGW_II_I_1514	1514	1402-08-17			False	 	1402		
192	pe__niklas_von_neuburg_QGW_II_I_1438	Bergherrn hern Niclas von Neunburkch, pharrer ze U/oteldorf	Niklas von Neuburg	m	Bergherrn; hern	Bergherr_frau; Herr	 	 	 	 	 	 	pharrer	Pfarrer	other	#ev__QGW_II_I_1514	1514	1402-08-17			False	 	1402		
193	pe__elisabeth_QGW_II_I_1514	hausfraun fraun Elspeten	Elisabeth Mukkel	f	fraun	Frau	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1514	1514	1402-08-17			False	 	1402		
194	pe__niklas_von_neuburg_QGW_II_I_1438	Bergherrn	Niklas von Neuburg	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1514	1514	1402-08-17			False	 	1402		
195	pe__konrad_hemler	Chunraten des Hemler WB	Konrad Hemler Hemler	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1514	1514	1402-08-17			False	 	1402		
196	pe__niklas_flusthart	Niclasen des Flustharts, baid purger ze Wienn	Niklas Flusthart Flusthart	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1514	1514	1402-08-17			False	 	1402		
197	pe__dorothea_QGW_II_I_1513	Dorothe, hern Jo/ergen des Pallnhaimer witib	Dorothea Pollnheimerin	f	hern	Herr	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
198	pe__georg_pollnheimer	hern Jo/ergen des Pallnhaimer	Georg Pollnheimer	m	hern	Herr	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
199	pe__georg_haeusler	Vettern Jorg	Georg Häusler	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
200	pe__johann_haeusler	Vettern Hanns	Johann Häusler	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
201	pe__friedrich_haeusler	Vettern Fridreich den Heuslern	Friedrich Häusler	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
202	pe__dorothea_QGW_II_I_1513	Ausstellerin	Dorothea Pollnheimerin	f	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
203	pe__markhard_haeusler_von_obernpuellach	Vettern hern Marcharten des Heusler	Markhard Häusler von Obern-Püllach	m	hern	Herr	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
204	pe__johann_liechtenekker	Vettern hern Hannsen des Liechtenekker	Johann Liechtenekker	m	hern	Herr	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1515	1515	1402-08-19			False	 	1402		
205	pe__friedrich_stoll_QGW_II_I_1516	Fridreich der Stoll, herzog Ernsts sneider	Friedrich Stoll	m	 	 	 	 	 	 	sneider	Schneider	herzog	Herzog_in	issuer	#ev__QGW_II_I_1516	1516	1402-08-29			False	 	1402		
206	pe__ernst_herzog_von_oesterreich	herzog Ernsts	Ernst	m	 	 	 	 	 	 	 	 	herzog	Herzog_in	issuer	#ev__QGW_II_I_1516	1516	1402-08-29			False	 	1402		
207	pe__margarethe_QGW_II_I_1516	Margret, seine Hausfrau	Margarethe Stoll	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1516	1516	1402-08-29			False	 	1402		
208	pe__paul_wuerfel	Bürgermeisters hern Pauln des Wurffels	Paul Würfel Würfel	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1516	1516	1402-08-29			False	 	1402		
209	pe__margarethe_QGW_II_I_1516	fraun Annen, Hainreichs des Chamrer witiben witiben	Margarethe Stoll	f	fraun	Frau	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1516	1516	1402-08-29			False	 	1402		
210	pe__heinrich_chamrer_QGW_II_I_1516	Hainreichs des Chamrer witiben	Heinrich Chamrer	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1516	1516	1402-08-29			True	[datetime.date(1402, 8, 29)]	1402		
211	pe__ulrich_herwart	Stadtschreibers Ulreichs des Herwarts	Ulrich Herwart	m	 	 	 	 	 	 	 	 	Stadtschreibers	Stadtschreiber	witness	#ev__QGW_II_I_1516	1516	1402-08-29			False	 	1402		
212	pe__peter_ponhalm_zu_wien	Peter der Ponhalm ze Wienn	Peter Ponhalm zu Wien	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1517	1517	1402-09-07			False	 	1402		
213	pe__peter_QGW_II_I_1177	Grundherrn hern Petreins, chorherr ze Allerheiligen tumchirichen dacz sand Stephan ze Wienn und chaplan sand Achacii capellen, gelegen in dem pharrhof auf sand Stephans freithof daselbens	Peter	m	Grundherrn; hern	Grundherr_frau; Herr	 	 	 	 	 	 	chorherr; chaplan	Chorherr; Kaplan	other	#ev__QGW_II_I_1517	1517	1402-09-07			False	 	1402		
214	pe__katharina_QGW_II_I_1517	fraun Kathrein, hausfraun Petreins hausfraun, des sneider in der Chernerstrass	Katharina	f	fraun	Frau	 	 	sneider	Schneider	 	 	 	 	recipient	#ev__QGW_II_I_1517	1517	1402-09-07			False	 	1402		
215	pe__peter_der_schneider_QGW_II_I_1517	Petreins hausfraun, des sneider in der Chernerstrass	Peter der Schneider in der Kärntnerstrasse	m	 	 	 	 	sneider	Schneider	 	 	 	 	recipient	#ev__QGW_II_I_1517	1517	1402-09-07			False	 	1402		
216	pe__peter_QGW_II_I_1177	Grundherrn	Peter	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1517	1517	1402-09-07			False	 	1402		
217	pe__martin_hausleitter	hern Mertten des Hausleitter, des rates der stat ze Wienn	Martin Hausleitter	m	hern	Herr	 	 	 	 	 	 	rates	Ratsherr	witness	#ev__QGW_II_I_1517	1517	1402-09-07			False	 	1402		
218	pe__konrad_wolkersdorfer_QGW_II_I_1519	Chunrat der Volkchenstorfer rats der stat	Konrad Wolkersdorfer	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1519	1519	1402-10-25			False	 	1402		
219	pe__niklas_hildebrant_QGW_II_I_1519	Niklas der Hildeprant, baid des rats der stat ze Wienn	Niklas Hildebrant	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	issuer	#ev__QGW_II_I_1519	1519	1402-10-25			False	 	1402		
220	pe__dietrich_smerber_QGW_II_I_1519	Dietreich der Smerber	Dietrich Smerber	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1519	1519	1402-10-25			False	 	1402		
221	pe__andreas_hutstock_QGW_II_I_1519	Andre der Hutstokch	Andreas Hutstock	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1519	1519	1402-10-25			False	 	1402		
222	pe__dietrich_smerber_QGW_II_I_1519	Smerbers	Dietrich Smerber	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1519	1519	1402-10-25			False	 	1402		
223	pe__stephan_hutstokch	St[ ephan der Hutstokch, P] olicarpen se ligen des Hutstokchs sun	Stephan Hutstokch	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1520	1520	1402-12-12			False	 	1402		
224	pe__policarp_hutstokch	P] olicarpen se ligen des Hutstokchs	Policarp Hutstokch	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1520	1520	1402-12-12			False	 	1402		
225	pe__dorothea_von_gutenstain	Bergfrau swester Dorothen von Gutenstain, abbtessinne dacz sand Klarn ze Wienn	Dorothea von Gutenstain von Gutenstain	f	Bergfrau; swester	oberster_Bergherr_frau; Schwester	 	 	 	 	 	 	abbtessinne	Abt_in	other	#ev__QGW_II_I_1520	1520	1402-12-12			False	 	1402		
226	pe__ortolf_von_kleinrustpach	hern Ortolfen von Klain- Rustpach, kaplan der Aindleftausent Maid altar, gelegen in Unser Fraun kappellen auf der Stetten ze Wienn	Ortolf von Kleinrustpach	m	hern	Herr	 	 	 	 	 	 	kaplan	Kaplan	recipient	#ev__QGW_II_I_1520	1520	1402-12-12			False	 	1402		
227	pe__dorothea_von_gutenstain	Aebtissin	Dorothea von Gutenstain von Gutenstain	f	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1520	1520	1402-12-12			False	 	1402		
228	pe__oswald_pauch	Oswalts des Pauchs, des rats der stat ze Wienn	Oswald Pauch der Goldschmied	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	witness	#ev__QGW_II_I_1520	1520	1402-12-12			False	 	1402		
229	pe__stephan_mairl	Stephan der Mairl ze Otakchrinn anstatt	Stephan Mairl zu Ottakring	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1521	1521	1402-12-20			False	 	1402		
230	pe__konrad_rampersdorfer	Chunrats des Ramperstorffer, amptman des klosters ze Neunburkch	Konrad Rampersdorfer Rampersdorfer	m	 	 	 	 	 	 	 	 	amptman	Amtmann	other	#ev__QGW_II_I_1521	1521	1402-12-20			False	 	1402		
231	pe__kunigunde_QGW_II_I_1521	seiner Schwester Kunigunden	Kunigunde	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1521	1521	1402-12-20			False	 	1402		
