	ID	text	reg_name	sex	titles	titles_norm	titles_ref	titles_ref_norm	prof	prof_norm	staff	staff_norm	off	off_norm	off_corresp	fn_role	catchword	event_ref	collection	xml	date	from	to	dead	earliest possible death	year	fromyear	toyear
310	pe__konrad_kopfdrechsel_SB_CD_00056	Conraten Kopfdréchsel dietzeit ausrichter des geschéffts anstat und zuhanden anstat und zuhanden so weilent fraw Kathrey Micheln Nagl des Satler am Kolmarckt seligen wittib getan hat	Konrad Kopfdrechsel	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
311	pe__katharina_SB_CD_00056	fraw Kathrey Micheln Nagl des Satler am Kolmarckt seligen wittib	Katharina Naglin Gem. Michael Nagl	f	fraw	Frau	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
312	pe__michael_nagl_SB_CD_00056	Micheln Nagl des Satler am Kolmarckt seligen	Michael Nagl der Sattler am Kohlmarkt	m	 	 	 	 	Satler	Sattler	 	 	 	 	 	none	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			True	1448-08-09	1448		
313	pe__wolfgang_nagl_SB_CD_00056	Wolfgang Kind	Wolfgang Nagl	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
314	pe__martin_nagl_SB_CD_00056	Mertten Kind Hansen des Nagl am Graben Kindern, die noch nicht vogtper sind	Martin Nagl	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
315	pe__johann_nagl_SB_CD_00056	Hansen des Nagl am Graben	Johann Nagl am Graben	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
316	pe__katharina_SB_CD_00056	frawn Kathrein seligen	Katharina Naglin Gem. Michael Nagl	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
317	pe__wolfgang_nagl_SB_CD_00056	Kinder	Wolfgang Nagl	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
318	pe__johann_nagl_SB_CD_00056	Kinder	Johann Nagl am Graben	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
319	pe__martin_nagl_SB_CD_00056	Kinder	Martin Nagl	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
320	pe__berthold_merman_SB_CD_00157	Berchtolt Merman, kursner	Berthold Merman der Kursner	m	 	 	 	 	kursner	Kuerschner	 	 	 	 	 	issuer	 	ev__SB_CD_00156	1448	00156-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
321	pe__jakob_smal_SB_CD_00156	Jacoben des Smalen	Jakob Smal	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00156	1448	00156-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
322	pe__erhard_von_prag_SB_CD_00156	Erharts von Prag des peutler	Erhard von Prag der peutler	m	 	 	 	 	peutler	 	 	 	 	 	 	none	 	ev__SB_CD_00156	1448	00156-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
323	pe__konrad_erweit_SB_CD_00057	erbern Kunraten Erweit, dem kursner	Konrad Erweit der Kursner	m	erbern	ehrbar	 	 	kursner	Kuerschner	 	 	 	 	 	recipient	 	ev__SB_CD_00156	1448	00156-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
324	pe__konrad_erweit_SB_CD_00057	Erlert	Konrad Erweit der Kursner	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00156_nota	1448	00156-eintrag_vom_1448-12-13.xml	1448-12-13			False	 	1448		
325	pe__konrad_eggenfelder_SB_CD_00226	Chuncz Egkenfelder der smid	Konrad Chuncz Eggenfelder der Schmied	m	 	 	 	 	smid	Schmied	 	 	 	 	 	issuer	 	ev__SB_CD_00226	1448	00226-eintrag_vom_1448-02-23.xml	1448-02-23			False	 	1448		
326	pe__brigitta_SB_CD_00226	Preid, sein hausfrau	Brigitta Eggenfelderin Gem. Konrad Eggenfelder	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00226	1448	00226-eintrag_vom_1448-02-23.xml	1448-02-23			False	 	1448		
327	pe__thomas_kunter_SB_CD_00226	Thomans Kuntter	Thomas Kunter	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00226	1448	00226-eintrag_vom_1448-02-23.xml	1448-02-23			False	 	1448		
328	pe__jakob_kolbl_SB_CD_00226	hern Jacoben Kolbl	Jakob Kolbl	m	hern	Herr	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00226	1448	00226-eintrag_vom_1448-02-23.xml	1448-02-23			False	 	1448		
329	pe__konrad_reiff_SB_CD_00226	erbern Kunraten Reiff, mitburger zu Wien	Konrad Reiff	m	erbern; mitburger	ehrbar; Buerger_in	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00226	1448	00226-eintrag_vom_1448-02-23.xml	1448-02-23			False	 	1448		
330	pe__konrad_schrofl_SB_CD_00227	Chunrat Schrófl	Konrad Schrofl	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00227	1448	00227-eintrag_vom_1448-03-06.xml	1448-03-06			False	 	1448		
331	pe__anna_SB_CD_00227	Anna, sein hausfrau	Anna Schrofl	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00227	1448	00227-eintrag_vom_1448-03-06.xml	1448-03-06			False	 	1448		
332	pe__hermann_edlerauer_QGW_II_II_3280a	erbern weisen Herman Edlerawer	Hermann Edlerauer 	m	erbern; weisen	ehrbar; weise	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00227	1448	00227-eintrag_vom_1448-03-06.xml	1448-03-06			False	 	1448		
333	pe__katharina_QGW_II_II_3280a	Kathrein, seiner hausfraun	Katharina Edlerauerin Refnerin 	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00227	1448	00227-eintrag_vom_1448-03-06.xml	1448-03-06			False	 	1448		
334	pe__konrad_von_tierna_SB_CD_00228	Chuncz von Tirna in der Kumphlukchn	Konrad Tierna in der Kumphlukchn	m	 	 	in der Kumphlukchn	in	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			False	 	1448		
335	pe__margarethe_SB_CD_00228	Margreth, sein hausfrau	Margarethe von Tierna	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			False	 	1448		
336	pe__heinrich_krumauer_SB_CD_00228	Hainreichs Krumbnawer	Heinrich Krumbnawer Krumauer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			False	 	1448		
337	pe__klara_SB_CD_00228	erbern fraun Claren, Andres Straspurger hausfraun anstat und zuhanden	Klara Strasburgerin Pittrolfin	f	erbern; fraun	ehrbar; Frau	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			False	 	1448		
338	pe__andreas_strasburger_SB_CD_00228	Andres Straspurger	Andreas Strasburger	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			False	 	1448		
339	pe__barbara_SB_CD_00228	Junkfraun Barbaren irer tochter tochter die sy pey írm erern man Larenczen Pittrolf seligen gehabt hat	Barbara Pittrolfin	f	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			False	 	1448		
340	pe__lorenz_pittrolf_SB_CD_00228	erern man Larenczen Pittrolf seligen	Lorenz Pittrolf	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00228	1448	00228-eintrag_vom_1448-04-22.xml	1448-04-22			True	1448-04-22	1448		
341	pe__kaspar_hermann_SB_CD_00229	Caspar Herman, appoteker	Kaspar Hermann der apoteker 	m	 	 	 	 	appoteker	Apotheker	 	 	 	 	 	issuer	 	ev__SB_CD_00229	1448	00229-eintrag_vom_1448-05-27.xml	1448-05-27			False	 	1448		
342	pe__stephan_auer_SB_CD_00229	Steffans Awer	Stephan Auer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00229	1448	00229-eintrag_vom_1448-05-27.xml	1448-05-27			False	 	1448		
343	pe__lorenz_rasko_SB_CD_00229	Larenczen Ra sko von Bressla, capplan und verweser der mess, die fraw Anna die Synndraminn auf Allerheiligen altar zu Sand Steffan gestifft hat	Lorenz Rasko von Bressla 	m	 	 	 	 	 	 	 	 	capplan; verweser	Kaplan; Verweser	org__wien-st_stephan-altar_allerheiligen-messe_sindram; org__wien-st_stephan-altar_allerheiligen-messe_sindram	recipient	 	ev__SB_CD_00229	1448	00229-eintrag_vom_1448-05-27.xml	1448-05-27			False	 	1448		
344	pe__margarethe_SB_CD_00229	erbern fraun Margrethen, Paulen von Tulln hausfraun	Margarethe 	f	erbern; fraun	ehrbar; Frau	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00229	1448	00229-eintrag_vom_1448-05-27.xml	1448-05-27			False	 	1448		
345	pe__paul_von_tulln_SB_CD_00229	Paulen von Tulln	Paul von Tulln 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00229	1448	00229-eintrag_vom_1448-05-27.xml	1448-05-27			False	 	1448		
346	pe__servatius_waczla_SB_CD_00230	Cirnos Waczla Wuntartzt	Servatuis Cirvos Waczla der wundtarzt 	m	 	 	 	 	Wuntartzt	Wundarzt	 	 	 	 	 	issuer	 	ev__SB_CD_00230	1448	00230-eintrag_vom_1448-11-20.xml	1448-11-20			False	 	1448		
347	pe__dorothea_SB_CD_00230	Dorothe, sein hausfrau die emalen Michlen Gruber den wuntartzt selign auch elichen gehabt hat	Dorothea Waczlain Gruberin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00230	1448	00230-eintrag_vom_1448-11-20.xml	1448-11-20			False	 	1448		
348	pe__michael_gruber_SB_CD_00230	Michlen Gruber den wuntartzt selign	Michael Gruber der wundtarzt 	m	 	 	 	 	wuntartzt	Wundarzt	 	 	 	 	 	none	 	ev__SB_CD_00230	1448	00230-eintrag_vom_1448-11-20.xml	1448-11-20			True	1448-11-20	1448		
349	pe__matthias_salczer_QGW_II_II_2595	Mathesen des Salczer	Matthias Salczer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00230	1448	00230-eintrag_vom_1448-11-20.xml	1448-11-20			False	 	1448		
350	pe__klara_SB_CD_00231	Clara, Hannsen Tynnpekchen des prukmaisters seligen witib anstat anstat	Klara Tinpeckin prugkmaisterin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			False	 	1448		
351	pe__johann_tinpeck_QGW_II_II_2974	Hannsen Tynnpekchen des prukmaisters seligen	Johann Tinpeck der zimmermann der prukmeister 	m	 	 	 	 	prukmaisters	 	 	 	 	 	 	none	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			True	1448-09-20	1448		
352	pe__jakob_SB_CD_00231	Jacoben kinder	Jakob Tinpeck	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			False	 	1448		
353	pe__barbara_SB_CD_00231	Berblein irer kinder	Barbara Berblein Tinpeckin	f	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			False	 	1448		
354	pe__wolfgang_von_asparn_SB_CD_00231	Wolfgangs von Asparn	Wolfgang von Asparn von Asparn	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			False	 	1448		
355	pe__niklas_kiliber_SB_CD_00231	erbern herren hern Niclasen Chiliber, caplan der mess die Ulreich Flekch auf Unser Fraun altar in Sand Johanns cappellen daselbs, gelegen gestifft hat	Niklas Kiliber	m	erbern; herren; hern	ehrbar; Herr; Herr	 	 	 	 	 	 	caplan	Kaplan	org__wien-gottesleichnam_kapelle_vor_dem_werdertor-altar_st_maria-messe_flekch	recipient	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			False	 	1448		
356	pe__ulrich_flekch_QGW_II_I_1195	Ulreich Flekch	Ulrich Flekch Flekch	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00231	1448	00231-eintrag_vom_1448-09-20.xml	1448-09-20			False	 	1448		
357	pe__dorothea_QGW_II_II_3262_a	Dorothe, Albrechts Liepharts des schuster hausfrau die emalen Niclasen Wagner den schuster seligen auch elichen gehabt hat	Dorothea Wagnerin Liebhartin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
358	pe__albrecht_liebhart_QGW_II_II_3262	Albrechts Liepharts des schuster	Albrecht Liebhart der Schuster 	m	 	 	 	 	schuster	Schuster	 	 	 	 	 	none	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
359	pe__niklas_wagner_QGW_II_II_3262	Niclasen Wagner den schuster seligen	Niklas Wagner der Schuster 	m	 	 	 	 	schuster	Schuster	 	 	 	 	 	none	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			True	1448-07-08	1448		
360	pe__friedrich_lenstain_QGW_II_II_3262	Fridreichen Lenstain, dem sneider zu handen	Friedrich Lenstain der Schneider 	m	 	 	 	 	sneider	Schneider	 	 	 	 	 	recipient	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
361	pe__magdalena_QGW_II_II_3262	junkfraun Magdalen, seiner tochter	Magdalena Lenstain 	f	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
362	pe__johann_meczinger_SB_CD_00623	Johannesen Meczinger von Freindorf verweser der ewigen mess, die weilent Dietreich Fluschart auf Unser Fraun altar zu Sand Steffan gestifft hat	Johann Meczinger	m	 	 	 	 	 	 	 	 	verweser	Verweser	org__wien-st_stephan-altar_st_maria-messe_flusthart	recipient	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
363	pe__leonhard_weidenholczer_QGW_II_II_3262	erbern Linharten und prudern	Leonhard Weidenholczer 	m	erbern	ehrbar	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
364	pe__jakob_weidenholczer_QGW_II_II_3262	erbern Jacoben geprudern den Weidenholtzern, der egenanten Dorothen prudern	Jakob Weidenholczer 	m	erbern	ehrbar	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00299	1448	00299-eintrag_vom_1448-07-08.xml	1448-07-08			False	 	1448		
365	pe__dorothea_QGW_II_II_3264	Dorothe, Pangreczen Widmer des Parhander hausfrau	Dorothea Widmerin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3264	1448	00300-eintrag_vom_1448-08-05.xml	1448-08-05			False	 	1448		
366	pe__pankraz_widmer_QGW_II_II_3264	Pangreczen Widmer des Parhander	Pankraz Widmer der parhander 	m	 	 	 	 	Parhander	 	 	 	 	 	 	none	 	ev__QGW_II_II_3264	1448	00300-eintrag_vom_1448-08-05.xml	1448-08-05			False	 	1448		
367	pe__thomas_trager_QGW_II_II_3264	Thomans Trager	Thomas der trager 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3264	1448	00300-eintrag_vom_1448-08-05.xml	1448-08-05			False	 	1448		
368	pe__gilg_zimmermann_QGW_II_II_3264	Giligen des Zimermans	Gilg der Zimmermann 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3264	1448	00300-eintrag_vom_1448-08-05.xml	1448-08-05			False	 	1448		
369	pe__michael_grashover_QGW_II_II_3264	erbern briester hern Micheln Grashofer, dieczeit kaplan der mess so weilent Rudolf Graf auf Sant Blasien altar in des Herczogen cappellen dacz Sand Steffan gestifft hat	Michael Grashover 	m	erbern; hern	ehrbar; Herr	 	 	briester	Priester	 	 	kaplan	Kaplan	org__wien-st_stephan-kapelle_herzog-altar_st_blasius-messe_graf	recipient	 	ev__QGW_II_II_3264	1448	00300-eintrag_vom_1448-08-05.xml	1448-08-05			False	 	1448		
370	pe__rudolf_graf_QGW_II_I_1421	weilent Rudolf Graf	Rudolf Graf	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3264	1448	00300-eintrag_vom_1448-08-05.xml	1448-08-05			True	1448-08-05	1448		
371	pe__elisabeth_SB_CD_00349	Elspeth, Steffans Goltpach seligen witib	Elisabeth Goltpachin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00349	1448	00349-eintrag_vom_1448-02-22.xml	1448-02-22			False	 	1448		
372	pe__stephan_goltpach_SB_CD_00349	Steffans Goltpach seligen	Stephan Goltpach 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00349	1448	00349-eintrag_vom_1448-02-22.xml	1448-02-22			True	1448-02-22	1448		
373	pe__stephan_fuegenstaler_SB_CD_00349	Steffans Fúgenstaler	Stephan Fügenstaler	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00349	1448	00349-eintrag_vom_1448-02-22.xml	1448-02-22			False	 	1448		
374	pe__kolomann_walderstorffer_SB_CD_00349	erbern Kolman Walderstorffer, kursner	Kolomann Walderstorffer der Kursner	m	erbern	ehrbar	 	 	kursner	Kuerschner	 	 	 	 	 	recipient	 	ev__SB_CD_00349	1448	00349-eintrag_vom_1448-02-22.xml	1448-02-22			False	 	1448		
375	pe__katharina_SB_CD_00349	Kathrein, seiner hausfraun	Katharina Walderstorfferin	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00349	1448	00349-eintrag_vom_1448-02-22.xml	1448-02-22			False	 	1448		
376	pe__elisabeth_kolpekchin_SB_CD_00350	Elspeth die Kolpekchin, Hainreichs Schachner seligen witib	Elisabeth Kolpekchin Kolpekchin Schachner Schachenin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00350	1448	00350-eintrag_vom_1448-04-10.xml	1448-04-10			False	 	1448		
377	pe__heinrich_schachen_SB_CD_00350	Hainreichs Schachner seligen	Heinrich Schachen Schachner	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00350	1448	00350-eintrag_vom_1448-04-10.xml	1448-04-10			True	1448-04-10	1448		
378	pe__ulrich_feldsberger_SB_CD_00350	Ulreichs Velczperger	Ulrich Feldsberger 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00350	1448	00350-eintrag_vom_1448-04-10.xml	1448-04-10			False	 	1448		
379	pe__johann_oppenweiler_QGW_II_II_2579	erbern herren hern Hannsen Oppenweiler von Hailbrunn, caplan der mess die Hainreich Hutstokch auf Sant Kathrein altar zu Sand Steffan gestifft hat	Johann Oppenweiler von Hailprunn 	m	erbern; herren; hern	ehrbar; Herr; Herr	 	 	 	 	 	 	caplan	Kaplan	org__wien-st_stephan-kapelle_st_katharina-altar_st_katharina-messe_hutstokch	recipient	 	ev__SB_CD_00350	1448	00350-eintrag_vom_1448-04-10.xml	1448-04-10			False	 	1448		
380	pe__elisabeth_SB_CD_00351	Elspeth, Hannsen Hubner von Everding des Letzelter hausfraw, die emaln Hannsen Lintzer auch elichen gehabt hat	Elisabeth Linczerin Hubnerin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00351	1448	00351-eintrag_vom_1448-11-29.xml	1448-11-29			False	 	1448		
381	pe__johann_hubner_SB_CD_00351	Hannsen Hubner von Everding des Letzelter	Johann Hubner von Efferding der Letzelter	m	 	 	von Everding	von	Letzelter	Lebkuchenbaecker	 	 	 	 	 	none	 	ev__SB_CD_00351	1448	00351-eintrag_vom_1448-11-29.xml	1448-11-29			False	 	1448		
382	pe__johann_linczer_QGW_II_II_2253	emaln Hannsen Lintzer	Johann Linczer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00351	1448	00351-eintrag_vom_1448-11-29.xml	1448-11-29			True	1448-11-29	1448		
383	pe__peter_letzelter_SB_CD_00351	Petern des Letzelter	Peter der Letzelter	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00351	1448	00351-eintrag_vom_1448-11-29.xml	1448-11-29			False	 	1448		
384	pe__paul_rukchl_SB_CD_00351	erbern Paulen Rukchl, dem kramer	Paul Rukchl	m	erbern	ehrbar	 	 	kramer	Kramer	 	 	 	 	 	recipient	 	ev__SB_CD_00351	1448	00351-eintrag_vom_1448-11-29.xml	1448-11-29			False	 	1448		
385	pe__elisabeth_QGW_II_II_3172	Elzbet sein hausfraw	Elisabeth im Hof	f	 	 	 	 	 	 	 	 	 	 	 	none	 	 	1448	00406-eintrag_vom_1448-05-31.xml	1448-05-31			False	 	1448		
386	pe__friedrich_im_hof_QGW_II_II_3172	Fricz im Hof, der slosser	Friedrich im Hof der Schlosser	m	 	 	 	 	slosser	Schlosser	 	 	 	 	 	issuer	 	ev__SB_CD_00406	1448	00406-eintrag_vom_1448-05-31.xml	1448-05-31			False	 	1448		
387	pe__niklas_legler_SB_CD_00406	Niclasen Légler	Niklas Legler Lègler	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00406	1448	00406-eintrag_vom_1448-05-31.xml	1448-05-31			False	 	1448		
388	pe__georg_epishauser_QGW_II_II_3353	erbern weisen Jorgen Epishauser, diezeit des rats der stat zu Wien	Georg Epishauser	m	erbern; weisen	ehrbar; weise	 	 	 	 	 	 	rats der stat	Ratsherr	org__wien	recipient	 	ev__SB_CD_00406	1448	00406-eintrag_vom_1448-05-31.xml	1448-05-31			False	 	1448		
389	pe__johann_auer_SB_CD_00604	Hanns Awer vor Schottentor	Johann Auer vor Schottentor	m	 	 	vor Schottentor	vor	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00604	1448	00604-eintrag_vom_1448-02-24.xml	1448-02-24			False	 	1448		
390	pe__niklas_pernhart_SB_CD_00604	Niclasen Pernharts des Fürer	Niklas Pernhart der Fürer	m	 	 	 	 	Fürer	xxx	 	 	 	 	 	none	 	ev__SB_CD_00604	1448	00604-eintrag_vom_1448-02-24.xml	1448-02-24			False	 	1448		
391	pe__wolfgang_QGW_II_II_3724	hern Wolfgangen pfarrer Sand Johanns kirchen in der Siehenalss	Wolfgang	m	hern	Herr	 	 	 	 	 	 	pfarrer	Pfarrer	org__wien-st_johann_in_der_siechenals	recipient	 	ev__SB_CD_00604	1448	00604-eintrag_vom_1448-02-24.xml	1448-02-24			False	 	1448		
392	pe__elisabeth_QGW_II_II_3140	erbern frawn Elspethen der Peiczkoferin, Andres Kelhaimer hausfrawn	Elisabeth Peizkoferin Kelhaimerin	f	erbern; frawn	ehrbar; Frau	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00604	1448	00604-eintrag_vom_1448-02-24.xml	1448-02-24			False	 	1448		
393	pe__andreas_kelhaimer_QGW_II_II_3460	Andres Kelhaimer	Andreas Kelhaimer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00604	1448	00604-eintrag_vom_1448-02-24.xml	1448-02-24			False	 	1448		
394	pe__johann_peizkofer_QGW_II_II_3140	erern mann · dem Peiczkofer	Johann Peizkofer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00604	1448	00604-eintrag_vom_1448-02-24.xml	1448-02-24			True	1448-02-24	1448		
395	pe__johann_weinperger_QGW_II_II_2373	Hanns Weinperger	Johann Weinperger	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00605	1448	00605-eintrag_vom_1448-03-04.xml	1448-03-04			False	 	1448		
396	pe__georg_salczer_SB_CD_00605	Jorgen des Salczer	Georg Salczer	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00605	1448	00605-eintrag_vom_1448-03-04.xml	1448-03-04			False	 	1448		
397	pe__stephan_mendl_SB_CD_00605	erbern Steffan Ménndl, verber	Stephan Mendl Menndl der Färber	m	erbern	ehrbar	 	 	verber	Faerber	 	 	 	 	 	recipient	 	ev__SB_CD_00605	1448	00605-eintrag_vom_1448-03-04.xml	1448-03-04			False	 	1448		
398	pe__barbara_SB_CD_00605	Barbaren, seiner hausfraun	Barbara Mendlin Menndl	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00605	1448	00605-eintrag_vom_1448-03-04.xml	1448-03-04			False	 	1448		
399	pe__johann_wuerer_QGW_II_II_2993	Hanns Würer vorsprech	Johann Würer 	m	 	 	 	 	 	 	 	 	vorsprech	Vorsprech	org__wien	issuer	 	ev__SB_CD_00606	1448	00606-eintrag_vom_1448-04-03.xml	1448-04-03			False	 	1448		
400	pe__liebhard_weiss_SB_CD_00606	Liepharts Weissen	Liebhard Weiss	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00606	1448	00606-eintrag_vom_1448-04-03.xml	1448-04-03			False	 	1448		
401	pe__johann_resch_SB_CD_00606	hern Hannsen Reschen, caplan der mess die weilent her Peter korherr zu Sand Steffan pharrer zu Wurnitz in Sand Niclas kloster vor Stubentor gestifft hat	Johann Resch 	m	hern	Herr	 	 	 	 	 	 	caplan	Kaplan	org__wien-st_niklas_vor_dem_stubentor_zisterzienserinnen-messe_peter_chorherr_von_st_stephan	recipient	 	ev__SB_CD_00606	1448	00606-eintrag_vom_1448-04-03.xml	1448-04-03			False	 	1448		
402	pe__heinrich_hulger_QGW_II_II_3573	erbern herren hern Hainreichen Hulger, pharrer zu Stainhaim	Heinrich Hulger	m	erbern; herren; hern	ehrbar; Herr; Herr	 	 	 	 	 	 	pharrer	Pfarrer	org__stamhaim-pfarre	recipient	 	ev__SB_CD_00606	1448	00606-eintrag_vom_1448-04-03.xml	1448-04-03			False	 	1448		
403	pe__johann_spannberger_QGW_II_II_3245	Hanns Spannberger vor Schottentor	Johann Spannberger 	m	 	 	vor	vor	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00607	1448	00607-eintrag_vom_1448-03-13.xml	1448-03-13			False	 	1448		
