	ID	text	reg_name	sex	titles	titles_norm	titles_ref	titles_ref_norm	prof	prof_norm	staff	staff_norm	off	off_norm	off_corresp	fn_role	catchword	event_ref	collection	xml	date	from	to	dead	earliest possible death	year	fromyear	toyear
210	pe__johann_steger_QGW_II_II_3264	Hanns Steger, ritter burgermaister und munssmaister	Johann Steger	m	ritter	Ritter	 	 	 	 	 	 	burgermaister; munssmaister	Buergermeister; Muenzmeister	org__wien; org__oesterreich-herzogtum	issuer	 	ev__QGW_II_II_3267	Vienna_1448	3267.xml	1448-08-14			False	 	1448		
211	pe__albrecht_schweinbarther_QGW_II_II_3236	edeln vesten ritter hern Albrechten Sweinwarter	Albrecht Schweinbarter von Schweinbarth	m	edeln; vesten; ritter; hern	edel; festen; Ritter; Herr	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3267	Vienna_1448	3267.xml	1448-08-14			False	 	1448		
212	pe__martin_QGW_II_II_3213	Martinus, abbt Unser Lieben Fraun gotshaus dacz den Schotten zu Wienn	Martin 	m	 	 	 	 	 	 	 	 	abbt	Abt_in	org__wien-schotten	issuer	 	ev__QGW_II_II_3268	Vienna_1448	3268.xml	1448-08-14			False	 	1448		
213	pe__georg_schuchler_QGW_II_II_3272	Jörg Schüchler, statrichter zu Wienn	Georg Schuchler Schüchler 	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	org__wien	issuer	 	ev__QGW_II_II_3269	Vienna_1448	3269.xml	1448-08-16			False	 	1448		
214	pe__konrad_muellner_QGW_II_II_3269	Kuncz Müllner, der schuster mitburger zu Wienn	Konrad Müllner Mullner der Schuster 	m	 	 	mitburger	Buerger_in	schuster	Schuster	 	 	 	 	 	other	mit vorsprechen	ev__QGW_II_II_3269	Vienna_1448	3269.xml	1448-08-16			False	 	1448		
215	pe__elisabeth_QGW_II_II_3259	Elspethen, Niclasen Ernst, des schuster mitburger daselbs hausfraun , die emaln Niclasen Plumentritt, den schuster seligen auch elichen gehabt hat	Elisabeth Plumentritin Ernstin 	f	 	 	 	 	 	 	 	 	 	 	 	other	hincz	ev__QGW_II_II_3269	Vienna_1448	3269.xml	1448-08-16			False	 	1448		
216	pe__niklas_ernst_schuster_QGW_II_II_3259	Niclasen Ernst, des schuster mitburger daselbs	Niklas Ernst der Schuster 	m	 	 	mitburger	Buerger_in	schuster	Schuster	 	 	 	 	 	none	 	ev__QGW_II_II_3269	Vienna_1448	3269.xml	1448-08-16			False	 	1448		
217	pe__niklas_plumentrit_QGW_II_II_3259	Niclasen Plumentritt, den schuster seligen	Niklas Plumentrit der Schuster 	m	 	 	 	 	schuster	Schuster	 	 	 	 	 	none	 	ev__QGW_II_II_3269	Vienna_1448	3269.xml	1448-08-16			True	1448-06-28	1448		
218	pe__konrad_muellner_QGW_II_II_3269	ihm	Konrad Müllner Mullner der Schuster 	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3269	Vienna_1448	3269.xml	1448-08-16			False	 	1448		
219	pe__friedrich_v_herzog_von_oesterreich_QGW_II_I_3270	König Friedrich IV.	Friedrich IV III	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3270	Vienna_1448	3270.xml	1448-08-19			False	 	1448		
220	pe__barbara_QGW_II_II_3270	Barbaren der Hölczlin von Eistorff	Barbara Hölczelin von Eisdorf	f	 	 	 	 	 	 	 	 	 	 	 	other	einerseits	ev__QGW_II_II_3270	Vienna_1448	3270.xml	1448-08-19			False	 	1448		
221	pe__elisabeth_QGW_II_II_3270	Elsbethen, Janen des Busko hausfraun	Elisabeth Buskoin	f	 	 	 	 	 	 	 	 	 	 	 	other	einerseits	ev__QGW_II_II_3270	Vienna_1448	3270.xml	1448-08-19			False	 	1448		
222	pe__johann_busko_QGW_II_II_3270	Janen des Busko	Johann Busko	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3270	Vienna_1448	3270.xml	1448-08-19			False	 	1448		
223	pe__ulrich_eitzinger_QGW_II_II_3270	Ulreich Eiczinger von Eiczing	Ulrich Eitzinger von Eitzing	m	 	 	 	 	 	 	 	 	 	 	 	other	anderseits	ev__QGW_II_II_3270	Vienna_1448	3270.xml	1448-08-19			False	 	1448		
224	pe__ulrich_wuerfel_QGW_II_I_1404	Ulreich dem Würffel hinterlassenen	Ulrich Ulmann Würfel	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3270	Vienna_1448	3270.xml	1448-08-19			True	1448-08-19	1448		
225	pe__georg_schuchler_QGW_II_II_3272	Jörg Schüchler, statrichter zu Wienn	Georg Schuchler Schüchler 	m	 	 	 	 	 	 	 	 	statrichter	Richter_Stadt	org__wien	issuer	 	ev__QGW_II_II_3272	Vienna_1448	3272.xml	1448-08-21			False	 	1448		
226	pe__ulrich_hirssauer_QGW_II_II_3239	Stadtschreibers Ulreich Hirssauer	Ulrich Hirssauer 	m	 	 	 	 	 	 	 	 	Stadtschreibers	Schreiber_Stadt	org__wien	other	nach Einvernahme	ev__QGW_II_II_3272	Vienna_1448	3272.xml	1448-08-21			False	 	1448		
227	pe__johann_brunner_QGW_II_II_2195	Hannsen des Prunner, burger zu Wienn	Johann Brunner	m	 	 	burger	Buerger_in	 	 	 	 	 	 	 	other	nach Einvernahme	ev__QGW_II_II_3272	Vienna_1448	3272.xml	1448-08-21			False	 	1448		
228	pe__elisabeth_QGW_II_II_3259	der Schuldnerin	Elisabeth Plumentritin Ernstin 	f	 	 	 	 	 	 	 	 	 	 	 	other	nach ausgewiesener Verständigung	ev__QGW_II_II_3272	Vienna_1448	3272.xml	1448-08-21			False	 	1448		
229	pe__johann_QGW_II_II_3259	Johannes, kirchschreiber anstatt	Johann 	m	 	 	 	 	 	 	 	 	kirchschreiber	Schreiber_Kirche	org__wien-st_stephan	recipient	 	ev__QGW_II_II_3272	Vienna_1448	3272.xml	1448-08-21			False	 	1448		
230	pe__simon_poetel_QGW_II_II_2412	Kirchmeisters von St. Stephan, Simons des Pötleins	Simon Pötel Pötlein	m	 	 	 	 	 	 	 	 	Kirchmeisters	Kirchmeister	org__wien-st_stephan	none	 	ev__QGW_II_II_3272	Vienna_1448	3272.xml	1448-08-21			False	 	1448		
231	pe__michael_praunsperger_QGW_II_II_3274	Michel Praunsperger, der riemer burger zu Wienn	Michael Praunsperger der Riemer 	m	 	 	 	 	riemer	Riemer	 	 	burger	Buerger_in	org__wien	issuer	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
232	pe__margarethe_QGW_II_II_3274	Frau Margret, Erharts Neunkircher, des glockengiesser seligen tochter	Margarethe Praunspergerin Neunkircherin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
233	pe__erhard_neunkircher_QGW_II_II_3274	Erharts Neunkircher, des glockengiesser seligen	Erhard Neunkircher der Glockengießer 	m	 	 	 	 	glockengiesser	 	 	 	 	 	 	none	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			True	1448-09-13	1448		
234	pe__margarethe_QGW_II_II_3274	ihr	Margarethe Praunspergerin Neunkircherin 	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
235	pe__johann_steger_QGW_II_II_3264	edeln vessten ritter hern Hannsen des Steger, burgermaister und munssmaister	Johann Steger	m	edeln; vessten; ritter; hern	edel;  ; Ritter; Herr	 	 	 	 	 	 	burgermaister; munssmaister	Buergermeister; Muenzmeister	org__wien; org__oesterreich-herzogtum	other	mit Handen	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
236	pe__meinhard_riemer_QGW_II_II_2391	Meinharts, des riemer	Meinhard Riemer	m	 	 	 	 	riemer	Riemer	 	 	 	 	 	none	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
237	pe__simon_vankch_QGW_II_II_2391	Simans des Vankchen	Simon Vankch	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
238	pe__johann_winter_QGW_II_II_3192	Hannsen Wintter, des kramer	Johann Winter der Kramer	m	 	 	 	 	kramer	Kramer	 	 	 	 	 	none	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
239	pe__christian_maurer_QGW_II_II_3274	Kristans, des maurer	Christian der Maurer	m	 	 	 	 	maurer	Maurer	 	 	 	 	 	none	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
240	pe__anna_QGW_II_II_3274	frühere Hausfrau Anna	Anna Praunspergerin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			True	1448-09-13	1448		
241	pe__hermann_hesel_QGW_II_II_3274	Herman dem Hêsel	Hermann Hesel 	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3274	Vienna_1448	3274.xml	1448-09-13			False	 	1448		
242	pe__stephan_gibing_QGW_II_II_3275	Stephan Gibing, des rats der stat zu Wienn	Stephan Gibing 	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	org__wien	issuer	 	ev__QGW_II_II_3275	Vienna_1448	3275.xml	1448-09-20			False	 	1448		
243	pe__johann_steger_QGW_II_II_3264	edeln vesten ritter hern Hannsen des Steger, burgermaister und munssmaister	Johann Steger	m	edeln; vesten; ritter; hern	edel; festen; Ritter; Herr	 	 	 	 	 	 	burgermaister; munssmaister	Buergermeister; Muenzmeister	org__wien; org__oesterreich-herzogtum	other	mit Handen	ev__QGW_II_II_3275	Vienna_1448	3275.xml	1448-09-20			False	 	1448		
244	pe__wolfgang_schell_QGW_II_II_3275	steufsun Wolfgangen Schell	Wolfgang Schell 	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3275	Vienna_1448	3275.xml	1448-09-20			False	 	1448		
245	pe__agnes_QGW_II_II_3275	muter frau Agnes, seine liebe hausfrau selige	Agnes Gibingin Schellin 	f	frau	Frau	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3275	Vienna_1448	3275.xml	1448-09-20			True	1448-09-20	1448		
246	pe__stephan_gibing_QGW_II_II_3275	Ausstellers	Stephan Gibing 	m	 	 	 	 	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3275	Vienna_1448	3275.xml	1448-09-20			False	 	1448		
247	pe__niklas_teschler_QGW_II_II_2951	Wiener Bürgers Niclas Teschler	Niklas Teschler	m	 	 	Bürgers	Buerger_in	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3275	Vienna_1448	3275.xml	1448-09-20			False	 	1448		
248	pe__johann_nuesner_QGW_II_II_3276	Hans Nüsner für sich und ihren	Johann Nüsner	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
249	pe__anna_QGW_II_II_3276_a	Anna, sein swester Jörgen des Waldner, kürsner hausfrau für sich und ihren	Anna Waldnerin Nüsnerin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
250	pe__georg_waldner_QGW_II_II_3276	Jörgen des Waldner, kürsner	Georg Waldner der Kürschner	m	 	 	 	 	kürsner	Kuerschner	 	 	 	 	 	none	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
251	pe__michael_nuesner_QGW_II_II_3276	ihren unmündigen Bruder Bruder Michel	Michael Nüsner	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
252	pe__heinrich_staindlperger_QGW_II_II_3276	Hainreichen Staindelperger, dem pekchen	Heinrich Staindlperger der Bäcker	m	 	 	 	 	pekchen	Baecker	 	 	 	 	 	issuer	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
253	pe__johann_strempfl_QGW_II_II_3276	in	Johann Stremphl	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
254	pe__anna_QGW_II_II_3276_b	fraun Annen der Ruemerinn seligen	Anna Ruemerin	f	fraun	Frau	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			True	1448-09-23	1448		
255	pe__michael_nuesner_QGW_II_II_3276	 	Michael Nüsner	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
256	pe__johann_nuesner_QGW_II_II_3276	 	Johann Nüsner	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
257	pe__anna_QGW_II_II_3276_a	 	Anna Waldnerin Nüsnerin	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
258	pe__georg_haug_QGW_II_II_3261	Wiener Bürger Jörgen des Haugen	Georg Haug von Prugk der Kürschner 	m	 	 	Bürger	Buerger_in	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
259	pe__johann_kamrer_QGW_II_II_3276	Bürger Hannsen des Kamrer	Johann Kamrer	m	 	 	Bürger	Buerger_in	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3276	Vienna_1448	3276.xml	1448-09-23			False	 	1448		
260	pe__niklas_kramhofer_QGW_II_II_3278	Niclas Kramhofer, burger zu Wienn	Niklas Kramhofer	m	 	 	burger	Buerger_in	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3278	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
261	pe__johann_steger_QGW_II_II_3264	edeln vesten ritter hern Hannsen des Steger, burgermaister und munssmaister	Johann Steger	m	edeln; vesten; ritter; hern	edel; festen; Ritter; Herr	 	 	 	 	 	 	burgermaister; munssmaister	Buergermeister; Muenzmeister	org__wien; org__oesterreich-herzogtum	other	mit Handen	ev__QGW_II_II_3278	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
262	pe__johann_von_nikolsburg_QGW_II_II_2373	Jörgen von Nicolspurg	Johann von Nikolsburg	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3278	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
263	pe__johann_hermann_SB_CD_00621	Wiener Bürger Hansen Herman	Johann Hermann	m	 	 	Bürger	Buerger_in	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3278	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
264	pe__niklas_kramhofer_QGW_II_II_3278	Ausstellers	Niklas Kramhofer	m	 	 	 	 	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3278	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
265	pe__niklas_reich_QGW_II_II_3239	Wiener Bürgers Niclasen Reich, apotecker	Niklas Reich der Apotheker 	m	 	 	Bürgers	Buerger_in	apotecker	Apotheker	 	 	 	 	 	witness	 	ev__QGW_II_II_3278	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
266	pe__johann_hermann_SB_CD_00621	Hanns Herman	Johann Hermann	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	 	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
267	pe__johann_von_gera_QGW_II_II_3278	Hannsen von Gera	Johann von Gera	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	 	Vienna_1448	3278.xml	1448-11-08			False	 	1448		
268	pe__johann_varhofer_QGW_II_II_3279	Hanns Varhofer	Johann Varhofer 	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
269	pe__barbara_QGW_II_II_3279	Frau Barbara, Jacoben des Wielands von der Kreppin seligen tochter	Barbara Varhoferin Wielantin 	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
270	pe__jakob_wielant_QGW_II_II_3279	Jacoben des Wielands von der Kreppin seligen	Jakob Wielant von der Kreppin 	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			True	1448-11-11	1448		
271	pe__johann_varhofer_QGW_II_II_3279	er	Johann Varhofer 	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
272	pe__barbara_QGW_II_II_3279	ihr	Barbara Varhoferin Wielantin 	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
273	pe__barbara_QGW_II_II_3279	sie	Barbara Varhoferin Wielantin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
274	pe__johann_varhofer_QGW_II_II_3279	ihm	Johann Varhofer 	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
275	pe__simon_von_eslarn_QGW_II_II_3263	Wiener Bürger Simons von Eslarn	Simon von Eslarn von Eslorn der Wachsgiesser	m	 	 	 	 	 	 	 	 	Bürger	Buerger_in	org__wien	witness	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
276	pe__johann_ravensburger_QGW_II_II_3264	Hannsen des Ravenspurger, urtailschreiber Bürger	Johann Ravensburger 	m	 	 	 	 	 	 	 	 	urtailschreiber; Bürger	Schreiber_Urteil; Buerger_in	org__wien; org__wien	witness	 	ev__QGW_II_II_3279	Vienna_1448	3279.xml	1448-11-11			False	 	1448		
277	pe__katharina_QGW_II_II_3280a	Kathrei, Ruprecht des Refner, des kürsner seligen tochter und Herman Edlerauer, hern Reinprechts von Walsse etc. schaffer zu Wienn eliche hausfrau	Katharina Edlerauerin Refnerin 	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			False	 	1448		
278	pe__ruprecht_refner_QGW_II_II_3280a	Ruprecht des Refner, des kürsner seligen	Ruprecht Refner der Kursner 	m	 	 	 	 	kürsner	Kuerschner	 	 	 	 	 	none	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			True	1448-11-22	1448		
279	pe__hermann_edlerauer_QGW_II_II_3280a	Herman Edlerauer, hern Reinprechts von Walsse etc. schaffer zu Wienn	Hermann Edlerauer 	m	 	 	 	 	 	 	 	 	schaffer	Schaffer	pe__reimprecht_von_wallsee_QGW_II_I_1319	none	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			False	 	1448		
280	pe__reimprecht_von_wallsee_QGW_II_I_1319	hern Reinprechts von Walsse etc.	Reinprecht von Wallsee	m	hern	Herr	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			False	 	1448		
281	pe__hermann_edlerauer_QGW_II_II_3280a	ihren Mann	Hermann Edlerauer 	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			False	 	1448		
282	pe__thomas_wisent_QGW_II_II_3280a	Thomas Wisent	Thomas Wisent 	m	 	 	 	 	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			False	 	1448		
283	pe__ulrich_kerner_QGW_II_II_3242	Ulreichs des Kerner	Ulrich Kerner 	m	 	 	 	 	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3280a	Vienna_1448	3280a.xml	1448-11-22			False	 	1448		
284	pe__johann_von_eibesthal_QGW_II_II_3282	Hanns von Eibestal	Johann von Eibesthal	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__QGW_II_II_3282	Vienna_1448	3282.xml	1448-11-29			False	 	1448		
285	pe__stephan_von_boehmischkrut_QGW_II_II_3282	Steffans von Krud, des pintter	Stephan von Boehmischkrut Krud der Binder	m	 	 	 	 	pintter	Binder	 	 	 	 	 	none	 	ev__QGW_II_II_3282	Vienna_1448	3282.xml	1448-11-29			False	 	1448		
286	pe__johann_von_eibesthal_QGW_II_II_3282	er	Johann von Eibesthal	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3282	Vienna_1448	3282.xml	1448-11-29			False	 	1448		
287	pe__konrad_klingenpoden_QGW_II_II_3282	Kunraten Klingenpoden, dem pintter	Konrad Klingenpoden der Binder	m	 	 	 	 	pintter	Binder	 	 	 	 	 	issuer	 	ev__QGW_II_II_3282	Vienna_1448	3282.xml	1448-11-29			False	 	1448		
288	pe__niklas_renhart_QGW_II_II_3282	Wiener Bürger Niclasen Rênharts	Niklas Renhart	m	 	 	Bürger	Buerger_in	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3282	Vienna_1448	3282.xml	1448-11-29			False	 	1448		
289	pe__simon_von_eslarn_QGW_II_II_3263	Bürger Simons von Eslorn	Simon von Eslarn von Eslorn der Wachsgiesser	m	 	 	Bürger	Buerger_in	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3282	Vienna_1448	3282.xml	1448-11-29			False	 	1448		
290	pe__hermann_edlerauer_QGW_II_II_3280a	Hermann Edlerauer, hern Reinprechts von Walsse schaffer zu Wienn	Hermann Edlerauer 	m	 	 	 	 	 	 	 	 	schaffer	Schaffer	pe__reimprecht_von_wallsee_QGW_II_I_1319	issuer	 	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
291	pe__reimprecht_von_wallsee_QGW_II_I_1319	hern Reinprechts von Walsse	Reinprecht von Wallsee	m	hern	Herr	 	 	 	 	 	 	 	 	 	none	 	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
292	pe__katharina_QGW_II_II_3280a	Frau Kathrei, Ruprechts Refer, des kursner seligen tochter	Katharina Edlerauerin Refnerin 	f	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
293	pe__ruprecht_refner_QGW_II_II_3280a	Ruprechts Refer, des kursner seligen	Ruprecht Refner der Kursner 	m	 	 	 	 	kursner	Kuerschner	 	 	 	 	 	none	 	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			True	1448-11-22	1448		
294	pe__thomas_wisent_QGW_II_II_3280a	Thoman Wisent rats der stat	Thomas Wisent 	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	org__wien	other	Gescheftsherren	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
295	pe__simon_poetel_QGW_II_II_2412	Simon Pötl, des rats der stat zu Wienn	Simon Pötel Pötlein	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	org__wien	other	Gescheftsherren	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
296	pe__ulrich_hirssauer_QGW_II_II_3239	Hirssauer	Ulrich Hirssauer 	m	 	 	 	 	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
297	pe__ulrich_kerner_QGW_II_II_3242	Kerner	Ulrich Kerner 	m	 	 	 	 	 	 	 	 	 	 	 	witness	 	ev__QGW_II_II_3282a	Vienna_1448	3282a.xml	1448-12-04			False	 	1448		
298	pe__andreas_vischel_SB_CD_00054	Andre Vischel	Andreas Vischel	m	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00054	1448	00054-eintrag_vom_1448-06-10.xml	1448-06-10			False	 	1448		
299	pe__barbara_SB_CD_00054	Barbara sein hausfrau	Barbara Vischelin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00054	1448	00054-eintrag_vom_1448-06-10.xml	1448-06-10			False	 	1448		
300	pe__stephan_imbrung_SB_CD_00054	Stephans Imbrung des kramer	Stephan Imbrung der Kramer	m	 	 	 	 	kramer	Kramer	 	 	 	 	 	none	 	ev__SB_CD_00054	1448	00054-eintrag_vom_1448-06-10.xml	1448-06-10			False	 	1448		
301	pe__simon_puckwitz_QGW_II_II_3176	hern Symon Pirkwicz caplan der Heiligen dreir Kunig altar zu der Himlporten	Simon Puckwitz Pukwicz Pirkwicz Bubwicz Kaplan S. Agnes, S. Michael	m	hern	Herr	 	 	 	 	 	 	caplan	Kaplan	org__wien-st_agnes_auf_der_himmelpforte-altar_dreikoenige	recipient	 	ev__SB_CD_00054	1448	00054-eintrag_vom_1448-06-10.xml	1448-06-10			False	 	1448		
302	pe__andreas_hiltprant_QGW_II_II_2576	erbern weisen Andren Hiltprant diezeit des rats der stat ze Wienn	Andreas Hiltprant	m	erbern; weisen	ehrbar; weise	 	 	 	 	 	 	rats	Ratsherr	org__wien	recipient	 	ev__SB_CD_00054	1448	00054-eintrag_vom_1448-06-10.xml	1448-06-10			False	 	1448		
303	pe__agathe_SB_CD_00055	Agatha Lucasen Hulber hausfrau	Agathe Hulberin	f	 	 	 	 	 	 	 	 	 	 	 	issuer	 	ev__SB_CD_00055	1448	00055-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
304	pe__lukas_hulber_QGW_II_II_2796	Lucasen Hulber	Lukas Hulber	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00055	1448	00055-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
305	pe__michael_stadl_SB_CD_00055	Micheln Stadl	Michael Stadl	m	 	 	 	 	 	 	 	 	 	 	 	none	 	ev__SB_CD_00055	1448	00055-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
306	pe__wolfgang_winter_SB_CD_00055	erbern Wolfgangen Wintter, burger zu Núrnberg	Wolfgang Winter	m	erbern	ehrbar	burger	Buerger_in	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00055	1448	00055-eintrag_vom_1448-06-21.xml	1448-06-21			False	 	1448		
307	pe__georg_leinburger_SB_CD_00056	Jörgen Leinburger des apoteker	Georg Leinburger der Apotheker	m	 	 	 	 	apoteker	Apotheker	 	 	 	 	 	none	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
308	pe__heinrich_frankch_QGW_II_II_2150	Hainrichs des Frankchen seligen	Heinrich Frankch	m	 	 	 	 	 	 	 	 	 	 	 	recipient	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			True	1448-08-09	1448		
309	pe__jakob_oesterreicher_SB_CD_00056	erbern Jacoben Österreicher dem satler ausrichter des geschéffts anstat und zuhanden anstat und zuhanden	Jakob Österreicher	m	erbern	ehrbar	 	 	satler	Sattler	 	 	 	 	 	recipient	 	ev__SB_CD_00056	1448	00056-eintrag_vom_1448-08-09.xml	1448-08-09			False	 	1448		
